SeqID	Organism	Domain	Phylum	Class	Order	Family	Genus	Species
H8FEL2	Xanthomonas citri pv. mangiferaeindicae LMG 941	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri (Xanthomonas campestris pv. citri)
A0A653NVF8	Pseudomonas sp. 8AS	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 8AS
A0A654DG21	Pseudomonas sp. 9AZ	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 9AZ
A0A8D8EKX3	Lysobacter sp. CECT 30171	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp. CECT 30171
A0A375CJN5	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A8D9SJT8	Burkholderia pseudomallei (strain 1106b)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei (Pseudomonas pseudomallei)
A0A0F3PGT5	Rickettsia rhipicephali str. Ect	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia rhipicephali
A0A8D9R5V2	Burkholderia mallei FMH	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei (Pseudomonas mallei)
A0A375BKS3	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A375D3G5	Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
A0A653VZL2	Pseudomonas sp. 8Z	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 8Z
A0A653MLC0	Pseudomonas sp. 8O	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 8O
A0A0F3MR61	Rickettsia felis str. Pedreira	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis (Rickettsia azadi)
A0A0F3QEN8	Rickettsia amblyommatis str. Darkwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia amblyommatis (Rickettsia amblyommii)
A0A653UEI9	Nocardioides sp. AX2bis	Bacteria	Actinobacteria	Actinomycetia (high G+C Gram-positive bacteria)	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. AX2bis
